39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1298,2,0,0,0,0,0,0,0,4,0,0,0,2,0
0,12,782,2,0,0,0,0,0,0,0,2,0,0,1,0
0,0,0,182,0,0,0,0,0,0,0,14,0,0,0,0
0,0,0,0,436,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,682,0,0,0,0,4,0,0,0,0,0
0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0
0,0,0,0,3,15,0,0,5,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,915,69,0,0,2,0,0
0,42,0,0,2,0,0,0,0,3,2341,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0,0,548,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,161,2,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1240,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
